merchantName,description,category
barber shop,paiement achat sport en ligne,SHOPPING
fruits shop,paiement boucherie alimentation lac,ALIMENTATION
عطار,epicerie quotidienne tunis,ALIMENTATION
location maison,syndic building frais mai 1800,LOGEMENT
مطعم,diner famille 3803,RESTAURANT
HR PAYMENT,paiement prime de performance avril 4842,SALAIRE
pharma plus,visite medicale,SANTE
ترفيه,achat console game mensuel visa,LOISIRS
bus,bus pass lac 8677 mastercard,TRANSPORT
gamingstore,entertainment paiement famille,LOISIRS
gaming store,paiement film weekend mars,LOISIRS
gamingstore,paiement abonnement plateforme mensuel 26,LOISIRS
Cinema,abonnement plateforme mars,LOISIRS
mall achat,paiement buying accessories ariana virement,SHOPPING
school fees,paiement book achat 2026,EDUCATION
عيادة,paiement bilan de sante manar 8289,SANTE
librairie,paiement school tuition en ligne,EDUCATION
magasin general,paiement achat epicerie sfax,ALIMENTATION
gaming store,achat console game avril,LOISIRS
RANDOM PAY,paiement service inconnu ref778 8393,AUTRE
taxitunis,trajet travail lac,TRANSPORT
Kfc,fast nourriture commande sousse,RESTAURANT
MONOPRIX,supermarket achat manouba,ALIMENTATION
Bershka,haircut men lac 3278,SHOPPING
Magasin General,supermarket achat gabes 8898,ALIMENTATION
coiffeur homme,hjema centre ville 5894,SHOPPING
saving account,epargne versement fevrier 1295,EPARGNE
MAGASIN GENERAL,paiement achat fruits legumes bizerte 6898,ALIMENTATION
BURGER KING,paiement coffee break manar,RESTAURANT
ONLINE ACADEMY,paiement book achat 2026,EDUCATION
فاتورة,water facture 4g,FACTURES
residence ennasr,paiement loyer aout,LOGEMENT
agence immobiliere,paiement loyer janvier,LOGEMENT
fresh market,achat cuisine manouba 9373,ALIMENTATION
salary,mensuel salaire fevrier,SALAIRE
onlineacademy,paiement cours avril en ligne,EDUCATION
payroll,company payroll mai 4935,SALAIRE
METRO,paiement trajet paiement sfax,TRANSPORT
spotify,achat console game famille,LOISIRS
loyer,apartment location janvier,LOGEMENT
campus service,book achat semestre 2,EDUCATION
اتصالات تونس,facture internet maison,FACTURES
Savings Transfer,paiement mensuel epargne fevrier,EPARGNE
para pharmacie,bilan medical ariana 2915,SANTE
Residence Lac,versement logement mars,LOGEMENT
صيدلية,paiement analyses ariana,SANTE
taxi,paiement transport tunis 1211,TRANSPORT
tunisie telecom,paiement water facture avril carte bancaire,FACTURES
sonede,paiement water facture juin 7750,FACTURES
kfc,paiement diner weekend,RESTAURANT
transport public,paiement transport lac,TRANSPORT
طبيب,analyse sanguine sousse 7401,SANTE
MAKLOUB CENTER,lunch meal lac 3369,RESTAURANT
internet provider,paiement mobile recharge mars 1226,FACTURES
khallas unknown,inconnu operation 753,AUTRE
landlord,loyer mensuel avril,LOGEMENT
صيدلية,achat medicament sfax,SANTE
Plan Epargne,paiement epargne versement janvier,EPARGNE
EPARGNE,paiement investment epargne fevrier,EPARGNE
compte epargne,paiement virement epargne,EPARGNE
hr payment,paiement mensuel salaire mai,SALAIRE
سينما,music abonnement famille,LOISIRS
restaurant el bey,paiement diner weekend lac 9345,RESTAURANT
Formation Center,paiement formation data science semestre 1,EDUCATION
service inconnu,paiement inconnu en ligne,AUTRE
ZARA,hjema en ligne 7973,SHOPPING
shawarma time,makloub chawarma centre ville,RESTAURANT
Divers,paiement divers service ref778,AUTRE
playstation,fun activity,LOISIRS
marchecentral,supermarket achat bizerte,ALIMENTATION
مكتبة,frais universite,EDUCATION
sntri,transport quotidien bizerte 1847,TRANSPORT
isp tunis,recharge internet maison 5734,FACTURES
wallet reserve,paiement virement epargne avril,EPARGNE
syndic,residence frais juillet 1810 mastercard,LOGEMENT
أوريدو,paiement water facture,FACTURES
hm,achat clothes lac,SHOPPING
Salon Beaute,achat clothes marsa,SHOPPING
immo service,maison loyer paiement aout,LOGEMENT
propertyservice,maison loyer paiement juin 8288,LOGEMENT
hanout,achat alimentaire bizerte,ALIMENTATION
bonus entreprise,bonus entreprise mars 5631,SALAIRE
decathlon,paiement en ligne achat marsa,SHOPPING
mobile operator,paiement facture mai,FACTURES
Restaurant El Bey,repas diner,RESTAURANT
coursera,university paiement avril,EDUCATION
RESIDENCE LAC,location paiement juillet,LOGEMENT
electric company,paiement utility paiement mai,FACTURES
uber,trajet tunis sfax,TRANSPORT
apartment owner,loyer appartement janvier 6910 virement,LOGEMENT
pull and bear,paiement soin capillaire lac,SHOPPING
gaming store,abonnement netflix weekend,LOISIRS
Loyer,loyer appartement janvier,LOGEMENT
FRUITS SHOP,mouneh maison mastercard,ALIMENTATION
geant,mouneh maison nabeul 6610 carte,ALIMENTATION
burger king,pizza commande manar 6126,RESTAURANT
hm,achat vetements,SHOPPING
online academy,frais universite semestre 2,EDUCATION
xyz123,operation diverse en ligne,AUTRE
pharma plus,consultation medicale ariana 5179 virement,SANTE
gare routiere,paiement trajet paiement ariana,TRANSPORT
boucherie slim,paiement achat produits alimentaires manouba 4946,ALIMENTATION
esprit,course abonnement avril 1626 mastercard,EDUCATION
bonus entreprise,paiement revenu mensuel mars 4972 virement,SALAIRE
RAPID TRANSPORT,ticket louage sfax,TRANSPORT
مختبر,ordonnance medicaments sfax,SANTE
TAXI TUNIS,paiement transport lac,TRANSPORT
savings transfer,paiement virement epargne fevrier en ligne,EPARGNE
boucherie slim,paiement paniers cuisine manouba,ALIMENTATION
Shopping Center,paiement achat vetements ariana,SHOPPING
wallet reserve,paiement virement epargne 2731 virement,EPARGNE
yum yum,fast nourriture commande sousse,RESTAURANT
campus service,course abonnement semestre 2 3207,EDUCATION
landlord,paiement residence frais septembre,LOGEMENT
UBER,trajet downtown sfax,TRANSPORT
udemy,formation data science semestre 1 1579,EDUCATION
formation center,paiement education paiement avril,EDUCATION
foody,diner weekend sousse,RESTAURANT
autretransaction,paiement divers visa,AUTRE
random pay,paiement inconnu,AUTRE
savingstransfer,virement epargne mars,EPARGNE
disney plus,paiement streaming service,LOISIRS
HM,paiement coupe cheveux en ligne,SHOPPING
hamma hajem,paiement coupe cheveux lac 1233,SHOPPING
cafe express,diner weekend lac 1197,RESTAURANT
ooredoo,paiement facture 4g,FACTURES
ادخار,paiement virement epargne fevrier,EPARGNE
عطار,nourriture groceries tunis,ALIMENTATION
cabinet medical,paiement pharmacy achat lac,SANTE
mobile operator,paiement wifi abonnement avril,FACTURES
investment saving,paiement virement epargne fevrier,EPARGNE
sport club fun,paiement weekend loisirs weekend,LOISIRS
pharma plus,paiement doctor visit tunis 8103,SANTE
yum yum,restaurant paiement tunis,RESTAURANT
pull and bear,paiement en ligne achat centre ville,SHOPPING
mg,boucherie alimentation gabes 2201,ALIMENTATION
hm,buying accessories marsa,SHOPPING
حجام,soin capillaire en ligne 9340,SHOPPING
MAKLOUB CENTER,restaurant paiement tunis,RESTAURANT
disney plus,paiement achat console game famille,LOISIRS
savingstransfer,epargne contribution mars,EPARGNE
تعليم,paiement education paiement avril,EDUCATION
Taxi,transport ville lac,TRANSPORT
لواج,paiement course taxi sfax,TRANSPORT
parapharmacie,achat medicament ariana,SANTE
pizza hut,pizza commande lac,RESTAURANT
BARBER SHOP,soin capillaire tunis,SHOPPING
AUTRE TRANSACTION,paiement operation non connue ref778 mastercard,AUTRE
fruits shop,paiement supermarket achat lac,ALIMENTATION
Rent Apartment,versement logement mai,LOGEMENT
Mobile Operator,internet paiement juin mastercard,FACTURES
formation center,frais inscription mars 4843,EDUCATION
immo service,loyer mensuel janvier,LOGEMENT
taxi,course taxi sfax 4674,TRANSPORT
chapatihouse,paiement carte restaurant centre ville 7871,RESTAURANT
walletreserve,virement epargne fevrier,EPARGNE
مختبر,achat medicament sousse 9692,SANTE
Agence Immobiliere,charges immeuble juin visa,LOGEMENT
dentiste,achat medicament tunis,SANTE
orange,facture d'electricite maison virement,FACTURES
bolt,trajet paiement tunis,TRANSPORT
wallet reserve,virement epargne juin,EPARGNE
تعليم,en ligne course avril 9409,EDUCATION
فاتورة,utility paiement mars 9143,FACTURES
louage,paiement trajet downtown sfax 2723,TRANSPORT
transport public,paiement transport sfax,TRANSPORT
Pstb,university paiement 2026,EDUCATION
cinema,music abonnement weekend,LOISIRS
مختبر,paiement achat medicaments tunis,SANTE
location maison,paiement versement logement mars visa,LOGEMENT
epicerie el amen,paiement courses tunis,ALIMENTATION
game pass,paiement music abonnement famille 2738,LOISIRS
SYNDIC,paiement versement logement mars,LOGEMENT
hospital,doctor visit lac,SANTE
DECATHLON,achat clothes ariana 2453,SHOPPING
فاتورة,mobile recharge fiber 9423,FACTURES
shawarma time,restaurant paiement la marsa 5443,RESTAURANT
coiffeur homme,paiement haircut men centre ville,SHOPPING
PLACEMENT,epargne contribution mars 7907 visa,EPARGNE
restaurant el bey,paiement cafe avec amis sousse mastercard,RESTAURANT
ooredoo,facture mobile juin,FACTURES
INVESTMENT SAVING,epargne mensuelle,EPARGNE
savings transfer,paiement epargne mensuelle mai,EPARGNE
تعليم,paiement course abonnement,EDUCATION
paie,company payroll,SALAIRE
عملية,paiement inconnu ref001 1464,AUTRE
cabinet medical,achat medicaments ariana,SANTE
station metro,transport a tunis tunis,TRANSPORT
sport club fun,jeu video famille virement,LOISIRS
SALARY TRANSFER,paiement paie mensuelle janvier,SALAIRE
فاتورة,paiement facture 4g 4236,FACTURES
mall achat,achat personnel ariana,SHOPPING
سينما,gaming achat 7267,LOISIRS
online academy,paiement achat livres avril,EDUCATION
salon beaute,paiement en ligne achat ariana,SHOPPING
service divers,inconnu operation 2026,AUTRE
اتصالات تونس,facture internet mai,FACTURES
game pass,paiement film weekend,LOISIRS
random pay,paiement non classe paiement ref001 virement,AUTRE
taxi tunis,paiement trajet travail bizerte 4715,TRANSPORT
property service,paiement loyer aout,LOGEMENT
mall achat,paiement haircut men ariana,SHOPPING
مكتبة,training frais mars 2869,EDUCATION
salary,paiement revenu mensuel mars 6063,SALAIRE
sonede,recharge internet 4g,FACTURES
steam,gaming achat weekend,LOISIRS
payroll,revenu mensuel fevrier,SALAIRE
GAMING STORE,abonnement plateforme en ligne,LOISIRS
prime,paiement company payroll fevrier,SALAIRE
SNTRI,paiement transport ville sousse 2006,TRANSPORT
para pharmacie,consultation medicale ariana 6384,SANTE
rent apartment,versement logement aout,LOGEMENT
cinema,weekend loisirs avril,LOISIRS
لواج,ticket louage,TRANSPORT
souk,achat produits alimentaires,ALIMENTATION
pstb,paiement cours semestre 2 virement,EDUCATION
amazon,achat vetements tunis,SHOPPING
salon beaute,achat personnel marsa,SHOPPING
gare routiere,paiement course taxi ariana virement,TRANSPORT
مختبر,analyse sanguine,SANTE
تكسي,trajet travail marsa,TRANSPORT
service inconnu,divers service tunis 3207 mastercard,AUTRE
CAFE BEN YEDDER,snack paiement tunis 932 carte,RESTAURANT
Bolt,paiement transport tunis,TRANSPORT
service taxi,transport a tunis lac 3221 virement,TRANSPORT
Barber Shop,haircut men marsa,SHOPPING
landlord,paiement loyer janvier,LOGEMENT
سنديك,loyer mensuel fevrier carte,LOGEMENT
freshmarket,paiement nourriture groceries nabeul,ALIMENTATION
clinique el amen,bilan medical sousse 5849,SANTE
shawarma time,cafe avec amis sousse,RESTAURANT
monthly payroll,virement salaire fevrier 1321,SALAIRE
service divers,inconnu operation ref778 3231,AUTRE
COMPTE EPARGNE,virement epargne mars 6488,EPARGNE
Formation Center,formation data science semestre 1 4024 carte bancaire,EDUCATION
taxi,trajet tunis marsa carte bancaire,TRANSPORT
مكتبة,paiement formation data science semestre 2,EDUCATION
online academy,training frais avril 2317,EDUCATION
hm,paiement fashion achat lac,SHOPPING
cafe ben yedder,diner weekend sousse virement,RESTAURANT
shopping center,buying accessories tunis,SHOPPING
salary transfer,company payroll mai,SALAIRE
udemy,frais inscription,EDUCATION
DISNEY PLUS,paiement achat console game mensuel mastercard,LOISIRS
louage,ticket louage,TRANSPORT
bonusentreprise,company payroll janvier 2057,SALAIRE
makloub center,pizza commande manar,RESTAURANT
unknown merchant,transaction non classee,AUTRE
coffee shop,paiement commande repas sousse,RESTAURANT
company payroll,paie mensuelle mai,SALAIRE
campus service,formation data science mars,EDUCATION
epicerienour,paiement supermarket achat ariana 5188,ALIMENTATION
gaming store,entertainment paiement famille,LOISIRS
placement,investment epargne avril 5894,EPARGNE
pizza hut,dejeuner lac virement,RESTAURANT
gaming store,music abonnement premium 3356 en ligne,LOISIRS
عملية,paiement divers 2026,AUTRE
hospital,soins medicaux manar,SANTE
CAMPUS SERVICE,frais universite,EDUCATION
school fees,school tuition avril,EDUCATION
سينما,paiement jeu video avril,LOISIRS
mallachat,buying accessories tunis,SHOPPING
ادخار,paiement epargne mensuelle mai visa,EPARGNE
سنديك,loyer appartement aout,LOGEMENT
rapid transport,trajet paiement sousse,TRANSPORT
saving account,epargne mensuelle,EPARGNE
pull and bear,paiement buying accessories en ligne mastercard,SHOPPING
aziza,achat cuisine lac,ALIMENTATION
فاتورة,paiement internet paiement 4g 1798,FACTURES
bonusentreprise,paiement virement salaire fevrier,SALAIRE
residenceennasr,apartment location septembre 562 carte,LOGEMENT
monthly payroll,virement salaire janvier,SALAIRE
game pass,paiement jeu video weekend,LOISIRS
AUTRE TRANSACTION,service inconnu ref778,AUTRE
Paie,virement salaire,SALAIRE
unknown service,operation non connue ref001,AUTRE
residence lac,loyer mensuel juillet 6079,LOGEMENT
mall achat,achat personnel tunis,SHOPPING
home rent,paiement loyer fevrier 6699,LOGEMENT
Medecin,paiement analyse sanguine,SANTE
placement,paiement virement epargne juin,EPARGNE
stationmetro,ticket louage sfax en ligne,TRANSPORT
company payroll,salaire paiement avril 7023,SALAIRE
mobile operator,water facture maison 444,FACTURES
aziza,paniers cuisine nabeul carte,ALIMENTATION
حجام,hjema 8225 en ligne,SHOPPING
خدمة,paiement non classe paiement ref778 4734,AUTRE
salary,paiement company payroll janvier,SALAIRE
salon beaute,achat clothes tunis,SHOPPING
unknown merchant,paiement transaction non classee ref778,AUTRE
campus service,training frais avril,EDUCATION
ادخار,epargne mensuelle janvier,EPARGNE
internet provider,recharge internet avril 5343 mastercard,FACTURES
SCHOOL FEES,course abonnement 2026,EDUCATION
SAVINGS TRANSFER,investment epargne mai,EPARGNE
salary,versement employeur avril carte bancaire,SALAIRE
isp tunis,internet paiement tunis,FACTURES
uber,ticket louage lac,TRANSPORT
parfumerie,achat sport marsa,SHOPPING
Company Payroll,paie mensuelle avril,SALAIRE
compte epargne,epargne versement janvier,EPARGNE
عطار,paiement courses maison lac 619,ALIMENTATION
Rapid Transport,paiement transport ville sfax,TRANSPORT
Geant,achat produits alimentaires nabeul en ligne,ALIMENTATION
LOYER,paiement charges immeuble avril,LOGEMENT
pull and bear,coupe cheveux marsa,SHOPPING
service taxi,uber trajet marsa,TRANSPORT
hm,personal care achat,SHOPPING
zara,achat clothes marsa visa,SHOPPING
prime,paiement versement employeur avril 3865,SALAIRE
MAKLOUB CENTER,dejeuner lac,RESTAURANT
خدمة,operation diverse tunis,AUTRE
Marche Central,paiement paniers cuisine manouba,ALIMENTATION
pharma plus,paiement soins medicaux lac,SANTE
online academy,frais universite mars en ligne,EDUCATION
UNKNOWN MERCHANT,paiement inconnu 2026 7405,AUTRE
HM,achat vetements ariana,SHOPPING
company payroll,versement employeur janvier en ligne,SALAIRE
burger king,dejeuner lac 184,RESTAURANT
spotify,cinema ticket avril,LOISIRS
SYNDIC,syndic building frais septembre,LOGEMENT
عملية,autre paiement 2026,AUTRE
xyz123,paiement divers ref001 7642,AUTRE
Unknown Service,paiement non classe paiement,AUTRE
makloubcenter,diner famille manar,RESTAURANT
steg,recharge internet,FACTURES
boucherie slim,nourriture groceries ariana,ALIMENTATION
khallas unknown,paiement inconnu operation ref001,AUTRE
Decathlon,buying accessories lac 7462,SHOPPING
COURSERA,school tuition 2026,EDUCATION
فاتورة,paiement wifi abonnement maison,FACTURES
Restaurant El Bey,diner famille sousse,RESTAURANT
CLINIQUE EL AMEN,consultation medicale sfax 8206,SANTE
أوريدو,water facture 5215,FACTURES
Ooredoo,paiement telecom facture mai carte,FACTURES
tunisie telecom,mobile recharge mars,FACTURES
monoprix,paiement achat cuisine lac,ALIMENTATION
taxi tunis,bus pass marsa 3711,TRANSPORT
APARTMENT OWNER,syndic building frais avril 4398,LOGEMENT
TAXI TUNIS,trajet downtown,TRANSPORT
electric company,paiement facture mai,FACTURES
